collapse_ratio,noise_fraction,weight_decay,seed,final_test_acc,final_weight_norm,final_fourier_concentration,grokking_step,grokked
0.0,0.0,1.0,42,0.008206811653672548,16.50871407070753,0.09904402494430542,inf,False
