run_dir,condition,collapse_level,collapse_severity,final_test_acc,final_train_acc,final_weight_norm,grokking_step_detected,grokked_detected,seed
results/noise_baseline/noise0.15/seed_45,seed_45,0.0,0.5,0.8145260566270004,0.9990421455938697,39.71320437347351,-1,False,45
results/noise_baseline/noise0.3/seed_42,seed_42,0.0,0.5,0.2946245383668445,0.9961685823754789,59.73677542357692,-1,False,42
results/noise_baseline/noise0.3/seed_43,seed_43,0.0,0.5,0.2548215018465326,0.9511494252873564,53.51159798026608,-1,False,43
results/noise_baseline/noise0.3/seed_44,seed_44,0.0,0.5,0.21501846532622076,0.9818007662835249,51.75894634861448,-1,False,44
results/noise_baseline/noise0.3/seed_46,seed_46,0.0,0.5,0.2187115305703734,0.9329501915708812,59.961625975119404,-1,False,46
results/noise_baseline/noise0.3/seed_45,seed_45,0.0,0.5,0.25523184242921626,0.9540229885057471,58.01408095230596,-1,False,45
results/noise_baseline/noise0.5/seed_42,seed_42,0.0,0.5,0.054985638079606075,1.0,60.01813861153173,-1,False,42
results/noise_baseline/noise0.5/seed_43,seed_43,0.0,0.5,0.04185473943373,0.9971264367816092,61.978866962171494,-1,False,43
results/noise_baseline/noise0.5/seed_44,seed_44,0.0,0.5,0.04842018875666804,1.0,61.15800507854681,-1,False,44
results/noise_baseline/noise0.5/seed_46,seed_46,0.0,0.5,0.03775133360689372,0.9339080459770115,62.72981141667844,-1,False,46
results/noise_baseline/noise0.5/seed_45,seed_45,0.0,0.5,0.044727123512515385,0.9971264367816092,57.689810424660585,-1,False,45
results/noise_baseline/noise0.05/seed_42,seed_42,0.0,0.5,0.9778416085350842,1.0,34.82530613998024,4400,True,42
results/noise_baseline/noise0.05/seed_43,seed_43,0.0,0.5,0.9753795650389824,1.0,38.90040044678905,3800,True,43
results/noise_baseline/noise0.05/seed_44,seed_44,0.0,0.5,0.964710709889208,0.9980842911877394,35.41857749523448,4300,True,44
results/noise_baseline/noise0.05/seed_46,seed_46,0.0,0.5,0.9803036520311859,1.0,34.58414518794935,4200,True,46
results/noise_baseline/noise0.05/seed_45,seed_45,0.0,0.5,0.9848173984407058,0.9990421455938697,33.22465534633911,3600,True,45
results/seed_sweep/severe_collapse,severe_collapse,0.5,0.9,0.046368485843249894,1.0,55.37173549888721,-1,False,42
results/seed_sweep/pure,pure,0.0,0.5,1.0,1.0,30.311590703388994,1700,True,42
results/seed_sweep/high_collapse,high_collapse,0.3,0.7,0.254411161263849,0.9875478927203065,53.51822529931683,-1,False,42
results/seed_sweep/low_collapse,low_collapse,0.05,0.3,0.9848173984407058,1.0,36.3174290330349,4100,True,42
results/seed_sweep/medium_collapse,medium_collapse,0.15,0.5,0.8251949117767747,1.0,43.82319693885459,-1,False,42
