condition,step,grokking_step,is_post_grokking,in_proj_eff_rank,in_proj_pr,out_proj_eff_rank,out_proj_pr,linear1_eff_rank,linear1_pr,linear2_eff_rank,linear2_pr
pure,25000,1400,True,7.423858642578125,1.0270956754684448,34.732913970947266,12.804920196533203,43.04441833496094,16.3719482421875,29.73238754272461,14.755765914916992
pure,30000,1400,True,8.470865249633789,1.0386940240859985,32.8391227722168,14.8253755569458,37.052555084228516,13.919565200805664,26.345123291015625,14.333503723144531
pure,35000,1400,True,8.670230865478516,1.0345454216003418,36.79838562011719,11.396465301513672,45.30681610107422,16.401485443115234,32.100162506103516,15.252060890197754
pure,40000,1400,True,11.261178016662598,1.0630443096160889,35.68566131591797,13.368158340454102,41.23084259033203,15.328109741210938,27.925567626953125,14.270834922790527
pure,45000,1400,True,11.351200103759766,1.0760726928710938,31.5029239654541,10.584762573242188,40.29386520385742,15.093042373657227,25.535877227783203,14.485705375671387
pure,50000,1400,True,12.57354736328125,1.0931199789047241,34.4732780456543,11.888150215148926,40.69895935058594,16.30909538269043,26.456268310546875,14.13813591003418
severe_collapse,5000,-1,False,12.400277137756348,1.0729994773864746,50.20607376098633,27.156591415405273,58.553592681884766,26.904874801635742,75.71121215820312,37.775753021240234
severe_collapse,10000,-1,False,11.107231140136719,1.0796096324920654,50.845821380615234,27.879518508911133,53.56803512573242,23.567440032958984,68.93416595458984,32.85344314575195
severe_collapse,15000,-1,False,12.36479377746582,1.1435763835906982,51.3469123840332,29.00749969482422,50.49539566040039,22.83424949645996,66.0927505493164,29.987524032592773
severe_collapse,20000,-1,False,12.975839614868164,1.1814994812011719,52.24494171142578,29.166032791137695,50.12112045288086,22.819746017456055,64.45848083496094,28.392929077148438
severe_collapse,25000,-1,False,13.085944175720215,1.2339810132980347,52.06337356567383,28.713687896728516,48.73554229736328,22.385393142700195,61.2802734375,26.82828712463379
severe_collapse,30000,-1,False,13.383485794067383,1.2482222318649292,51.39395523071289,28.242868423461914,48.783878326416016,22.243770599365234,61.79716491699219,26.796974182128906
severe_collapse,35000,-1,False,13.363391876220703,1.2410681247711182,51.01234436035156,27.99803352355957,47.82658386230469,21.998559951782227,59.924835205078125,26.20244598388672
severe_collapse,40000,-1,False,13.15014362335205,1.2141293287277222,50.39409255981445,27.900348663330078,47.86402130126953,21.73482894897461,60.156761169433594,26.03523063659668
severe_collapse,45000,-1,False,13.036599159240723,1.2289789915084839,50.280174255371094,27.561019897460938,47.631378173828125,21.79185676574707,59.928749084472656,26.188318252563477
severe_collapse,50000,-1,False,13.019763946533203,1.2334367036819458,50.0823860168457,27.541048049926758,47.51304626464844,21.638816833496094,59.73363494873047,26.395118713378906
